branch_id,bank,address,metro,review,analysis
11,Frost Bank,"5510 I-35 Ste 310, Austin, TX 78745",Austin,"Great branch!! Perfectly located off Stassney and 35. There’s always lots of easy parking and they are very nice and professional ! I’m so glad they have a branch in this area now, there’s no others nearby so it was soooo very needed. And so I hope everyone finds out about it and start using this new branch, so that they have a lot of success,  and stay forever. They really do seem to care about customer satisfaction and are very helpful when you call or visit in person. 10/10 !! Thank you so much10 years with Frost, and still
Great bank services. Their app is really easy to navigate. They offer a lot of financial services. I encourage anyone to join them for their quality servicesNew Frost location. So much more convenient for my banking needs during my lunch hour.No outside ATM, for after hours needs..  😞 …","Positives:
- Great location with easy parking
- Friendly and professional staff
- Cares about customer satisfaction
- Helpful when calling or visiting in person
- Easy to navigate mobile app
- Offers a wide range of financial services
- Convenient for banking needs during lunch hour

Room for improvement:
- Lack of outside ATM for after-hours needs

Miscellaneous:
- Reviewer has been with Frost for 10 years and still finds their services great
- Reviewer encourages others to join Frost for their quality services"
12,Frost Bank,"2710 La Frontera Blvd, Round Rock, TX 78681",Austin,"I called the branch to open an account. The Branch Manager (last name Hernandez) happened to answer the phone. The short story is he was rude, argumentative and condescending. I'm filing a complaint with the corporate office tomorrow AND IM CDRTAINLY NOT OPENING AN ACCOUNT THERE... Beware!!! Read the reviews below... apparently my experience wasn't specific to me. Others have issues with the service too.I wish I would have switched to them so many years ago. I have been with a bank across the street for 18 years and I was worried about the paid of switching banks. My last bank fraud department said I was responsible for over ten thousand in fraud because they had a picture of my license.... Obviously that was enough to take the time to switch banks. It was a lot easier then I realized it would be. I even had a cookie while waiting. I started online before going in. I wanted to deposit cash and see what a transaction with a new bank was like. Super nice looking bank, very nice guy helping me walk through what to expect, and what he said about calling the customer service department was so exciting that I want to call to see if it could be like that. I write this with excitement because I am on the phone with the major blue bank across the street to try and dispute the resolution that having a picture of my id was not proof of anything. I was not in the location, sign anything, etc. So I am very excited to be at a bank where they will learn my name and not just another number. Oh and this guy must remember his  people pretty well. The woman in front of my had a haircut done and he was asking her if she liked it. It even through her off that he remembered the previous hair style or color.Very nice and professional staff. Ellie was able to help us out a few minutes after 5pm on Good Friday. We were so thankful because we drove an hour to get there. Thank you so much Ellie!Went into the La Frontera branch today to open a business account. Had the absolute pleasure of meeting Frost’s Banker of the Year (I'm assuming), Emily. She was SO nice - truly one of the most pleasant, informative, professional, personable encounters I've ever had.

I was recommended Frost Bank by my bookkeeper (which was also a good sign) and now I'm sure I'll be a customer for life.Tiffany would not cash a check a business entity that banked at Frost issued to us.  She took a copy of the check for some unknown reason but did not honor the check or resolve the issue. We left without our settlement amount awarded to us by the Frost customer. Tiffany did not go above and beyond.","Positives:
- Friendly and professional staff
- Helpful and informative encounter with Emily
- Convenient opening hours, even on holidays (Good Friday)
- Branch manager remembers customers and personal details
- Easy and smooth process of switching banks
- Nice and clean branch appearance
- Quick assistance from Ellie after closing time

Room for improvement:
- Rude and argumentative branch manager experience
- Complaint about customer service and issues with service quality
- Negative experience with Tiffany who did not cash a check or resolve an issue

Miscellaneous:
- Positive recommendation from a bookkeeper
- Previous negative experience with a different bank's fraud department"
13,Frost Bank,"1450 E Whitestone Blvd, Cedar Park, TX 78613",Austin,"I don't bank with Frost Bank, merely stopped over due to their electronic devices recycling day, however the staff were extremely friendly and kind. I'm sincerely appreciative that they offered this service to everyone.Frost Bank has served me well for my entire professional career.

You can count on them. They will not disappoint you.Always great professional staff/service!I think this is the least crowded bank lobby I've ever been to. However, the drive thru is always busy. ATM only available through drive thru, no lobby ATM
People are super helpful,Always very helpfulGreat service!","Positives:
- Extremely friendly and kind staff
- Offers electronic devices recycling day
- Great professional staff and service
- Least crowded bank lobby
- People are super helpful

Room for improvement:
- Drive-thru is always busy
- No lobby ATM, only available through drive-thru

Miscellaneous:
- Frost Bank has served the reviewer well throughout their professional career."
14,Frost Bank,"12532 FM2244 Suite 150, Bee Cave, TX 78738",Austin,"Drive one hour to this branch on a Saturday to open a new account. Daniel said he couldn’t do it because they were understaffed. He gave me major attitude. I love Frost Bank but Daniel is terrible!After Wells Fargo refused to help me exchange foreign currency because I was not a customer... I get it, policy is policy, but they were kinda rude about it. In a scramble, I googled and found this Frost nearby and it closed within 15 minutes. I explained what happened and much to my own embarrassment got emotional about my WF experience. Adele was kind and patient with me and managed to get the currency exchange done within 10 minutes and I was out the door before closing time. Wonderful.Very inconsistent practices. You can do something one week and they'll decide to change it the next. Drive thru is especially notorious for this.","Positives:
- Adele was kind, patient, and efficient in helping with a currency exchange.
- Frost Bank has a nearby branch that is convenient for customers.
- Drive-thru service is available at the branch.

Room for improvement:
- The branch was understaffed, leading to longer wait times and potential frustration for customers.
- Daniel provided poor customer service and attitude when unable to assist with opening a new account.
- Inconsistent practices within the bank, particularly with changes in procedures.

Miscellaneous:
- The branch closed within 15 minutes of the customer's arrival.
- The customer had a negative experience with Wells Fargo before visiting the Frost Bank branch."
15,Wells Fargo Bank,"13749 Research Blvd, Austin, TX 78750",Austin,"Was in here over 30 minutes just to cash a check. I was super late to work; they need a better system to verify Wells Fargo checks not sure what takes so long when it was coming from a WF account. I’m so glad I don’t have WF as my actual bank.I'm not sure why there are so many bad reviews. I have been with Wells Fargo 10 years and this is by far the best treatment I have gotten at a branch, I was closing on a home and Amanda the Branch Manager was awesome!!!!!! all the tellers had a smile on their face and were patient and friendly. 5 star service, thank you !!!!Drive through ATM does not work! Whole reason I drove to this location was for that. Wells Fargo is not a good bank, I do like to have at least one brick and mortar bank though but I'll be switching elsewhere ASAP. Customer service on the phone can't even help with my debit card pin.The managers Katie and Charlie are professional and friendly. The bank has been knowledgeable and made my banking easy and timely. They know their business. Ana a teller has been extremely helpful and pleasant as has all of the tellers at this location.Excellent service and helping staff members .. looks like this branch is back in good hands now.DO NOT BANK WITH WELLS FARGO. They do not care about you as a person or as a customer, and will not do anything to help you if someone hacks into your account and steals your money. Even if you report it right awayWhat type of bank only opens Mon-Fri? 🤦🏽‍♂️ …Not helpful at all","Positives:
- The branch has friendly and patient tellers.
- The branch manager, Amanda, provided excellent treatment and assistance.
- The managers Katie and Charlie are professional and friendly.
- Ana, a teller, has been extremely helpful and pleasant.
- The bank is knowledgeable and has made banking easy and timely.
- The staff members are helpful and provide excellent service.

Room for improvement:
- The check verification system needs improvement to reduce wait times.
- The drive-through ATM is not functioning.
- Customer service on the phone needs improvement in assisting with debit card pin issues.
- Limited operating hours from Monday to Friday may not be convenient for some customers.

Miscellaneous:
- Some customers have had negative experiences with Wells Fargo, particularly regarding account security and customer support.
- One customer appreciates having a brick and mortar bank but plans to switch to another bank."
16,Wells Fargo Bank,"14063 US-183 Hwy, Austin, TX 78717",Austin,"I came here with my sister who was listed on my fathers account (since she’s the oldest) as POD (pay upon death). We arrived to her appointment and a woman came up to me smiling and asking if she could help. I was sitting and I said “Oh it’s my sister” and I gestured toward my sister standing in line, whom had turned around. She immediately turned to my sister and we both followed her to a seat in the bank. I said, “Im her sister, so I’m tagging along” and she just flippantly said “That’s fine” as she sat down….yeah half the money is mine, so ofcourse I’m going to be here… but she couldn’t care any less about me because I’m not listed on the bank account. So she proceeded to say directly to my sister “Im so sorry for your loss” and my sister thanked her.
I had a $25 check which needed to be deposited for my dad and the woman looks at my sister and says “I’ll see what I can do to get it cashed, I mean it’s only $25 so I’m sure it won’t break you” Are you serious??? It’s money owed to us, so that’s actually none of your business! It sure won’t break Wells Fargo to pay us our money.
So then we went through all the banking stuff to close the account. The woman never offered to tell us the exact balances in each account before starting the closure. She did not offer any statements which would have been nice to see what they were paying out. We had access to his account prior to us providing a death cert but they locked my sister out once they got that.
My dad has only us two daughters and we moved money from another account to Wells Fargo to pay out at once and because there is no POD on the other account. They would not pay us that money without a court order. Fine, that’s the law….but when my sister asked for a statement of the funds she looked like she didn’t think that was possible and then finally gave her one only of that one account. Listing the amount we don’t get.
Anyway the entire time I was this invisible person sitting there. I wanted to ask questions also but the process is that she is on the phone the entire time for approvals and she does all the asking of questions. Anyway, she wasn’t going to answer me anyway because I’m nobody in her eyes.
A coworker of hers came up to help and asked “Oh I’m sorry, who passed?” And this lady Jo Lynne or whatever answers “HER dad died”…she knew very well I was his kid too because she asked… but okay. I’m not important.
Then she gave my sister two checks, from his two accounts and did not give her any statements other than the one for the account we can’t have the funds from. So we don’t know if we were paid accurately or anything. There’s no proof! You’re PoD and they pay out but you get nothing to show the accounts balances? I mean that’s as SHADY as it gets!
As we went to the desk to get a $25 check cashed I was on my sisters right and the woman comes up on my sisters left, she touches her arm and says “And again, I’m So sorry for your loss”…. Didn’t even LOOK in my direction! Wow! As we left, I seriously started tearing up. It’s one thing to lose a parent but to be treated like a piece of trash because you aren’t the name on the account? I can tell you what, I have half the money now and guess where I will NEVER invest or bank it? Wells Fargo. You got it.
My sister hugged me, as we left. We’re both not gonna bank here.

Update: I just got mail from Wells Fargo stating that my father needs to deposit $500 to avoid fees on his account! They still have his $11k and if they take one dime for this I will take legal action. These accounts are supposed to be closed.I was very impressed with this location. Everyone is speedy and very good at their jobs, which seems to be a rare thing now.

Veronica Rodriguez was amazing. She deserves a raise.Had no issues with notarizing a document. Fast and convenient option for members.Which other bank forces customers to close a CD at a branch? Wells Fargo takes the cakeI’ve always come to this WF bank for all of my banking services that I need. My experience is always positive ones because the staffs here are really friendly, professional, and really nice people, they assist me in anyways they can. I decide that I have to write a review today for this bank because this bank deserve a positive review. I met Arthur Lopez today to close my Mother’s bank accounts. Mr. Lopez called me to reschedule so that he can help me to close bank accounts earlier than my initial appointment. He helped me close those accounts within a few minutes, then spend more time to discuss about business’ questions or concerns that I have since I shared with him that I am a new business owner. He is a premier banker who is really nice, helpful, knowledgeable, and went above and beyond to provide outstanding customer service. I highly recommend this bank!The banker Loriann is very professional and friendly in this bank.
My English is actually poor but she helped me to open account with patience.
Thnak you Loriann!Extremely rude tellers. They don't value your business. They just want to relax and get paid. Seems it's their retirement job. Don't go to this branch.DO NOT BANK WITH WELLS FARGO. They do not care about you as a person or a customer and will not help you if someone hacks into your account and steals your moneyAlways awesomeNice peopleToo bad... I just had a bad experience and I'm disappointed with Wells Fargo... I tried to withdraw money at ATMs and they gave me incomplete money, I was short 600 dollars, call customer service to make a complaint so they see what had happened with the machine and it turns out that they told me that there is no surplus money... this cannot be happening... is it really that money is lost in the machine? I still don't understand it","Positives:
- Speedy and efficient service
- Friendly and professional staff
- Veronica Rodriguez was amazing and deserves a raise
- Arthur Lopez provided outstanding customer service and went above and beyond
- Loriann helped open an account with patience and professionalism
- Nice people

Room for improvement:
- Lack of attentiveness and respect towards customers who are not listed on the bank account
- Failure to provide statements and account balances before closing the account
- Incomplete information and lack of proof of funds
- Rude tellers who do not value customers
- Lack of customer care and assistance in cases of account hacking

Miscellaneous:
- Negative experience with incorrect ATM withdrawal and complaint resolution process"
17,Wells Fargo Bank,"10900 Research Blvd Ste B, Austin, TX 78759",Austin,"Please avoid Wells Fargo like the plague. They are in huge disarray. Speaking from 20 years experience, only recently had disaster after disaster with them. Terrible fraud that they won’t reimburse. Money is not safe there!!
UPDATE: WF finally reimbursed us the thousands of dollars from our terrible fraud experience (and hence I have raised rating one star) but the days and days of negotiation to convince them that they were clearly at fault was almost as painful as the actual fraud…grateful to have finally located an officer who recognized the obvious service gaps.Worst bank experience. For a simple wire transfer I’ve been waiting 50 minutes and counting
A piece of advise to Branch manager Casandra. If you are short staffed put a sign on the door or at least don’t tell customers the wait will be 15 minutes.   Your customers have work to do other than waiting 1 hr for a service that should not take more than 10 minutes to completeThis has to be the most poorly managed Wells Fargo branch in the country. GO ELSEWHERE. The manager is not only rude and incompetent, working more slowly than I have ever seen anyone work before, they encourage the same infuriating behavior in employees. I have waited 45 minutes to make a simple deposit in the drive through line on multiple occasions and each time they have been smug and unapologetic. Given the other negative reviews of this branch, it appears that I am not alone.Wrong advice. I went in there recently to ask questions to a banker and sort things out. I a simple question about how my credit card utilization could affect my credit score (They said it won't). A simple search online shows that it *does* affect credit score. How can a banker be wrong on something so simple?I have to get consistently poor service to write a bad review. This branch is no exception to my general experience: unmotivated staff, painfully slow service, and an attitude that suggests a complacency towards individual customers going all the way to the top. They may have stopped the widespread, predatory fraud, but the culture hasn't changed. And incidentally, I noticed that the last review complained about a long wait time in the drive-thru 5 months ago. I asked the teller today if my 20 plus minute wait with one car ahead of me was typical. She said, yes, this location only has one teller working the drive-thru. Case in point: as apologetic as management pretended to be for last reviewer's bad experience and in spite of the promise to thoroughly review the situation, nothing has changed. It's not the teller's fault: at least she was honest. I'm going to be moving my personal and business accounts to a bank that wants my business. Next time you're waiting in the drive-thru, at least you'll have plenty of time to write your own review.I will never come back to this location!!!  I have been there 3 times to open an account but failed as a new customer! The first time I was told to apply online and a clerk airdrop me a link. I have applied online but the system asked me to go to a local branch to provide more info. The second time I was there. The same clerk said they were busy and made an appointment for me but put wrong phone number. The third time I went there and was told they have contacted me with wrong number to inform me the appointment was cancelled because one of the clerk need to pick up kid and another has family emergency leave. They couldn't reach me but I did provided my email with the appointment. So they made another appointment to me at last. They shouldn't treat a new customer like this! Close this location please! SO DISAPPOINTED AND WASTE MY TIME!!!!Juan was nice enough to greet me at the door, and proceeded to tell me he has 1 teller, this manager did not get behind the counter, did not give at all a sincere apology, but more of a so sorry....  OR help out his only teller with a good size line. They either need to get staff, or not come up and ask you what you need. Seriously Wells Fargo this is not great.If I could give 0 stars I would. Had to come to this one due to them closing the other one in domain. Sent staff from domain here, you’d think that would be staffed closing several locations. NO! I waited ALMOST 2 HOURS in the commercial lane with only 5 cars in front of me. I wasted so much gas and time sitting there. Manger came out, not to apologize, but to tell me it’s gonna be like this for the next month. She was very rude. Will never come to this branch ever again. 0 stars.

Someone in higher management needs to do something soon!Why does it take over an hour on every bank to give my deposits to?

As business owner, I will encourage whoever reads this to not use this bank. I'm switching bank. Screw having to waste hours of my day just to make a deposit because these branches can't hire enough tellers.

And for that HL Casey guy who is gonna respond to this bad review, I will encourage you to stop wasting time responding to this message and use that time to hire staff.They closed the three WFs I used to use so have to go here.  You would think with all the others closed they would at least staff the remaining with tellers.  Came in to make deposit for two accounts (drive thru was closed).  1 teller.  I'm fourth in line.  In 20 mins moved 1 slot.  At least two others in the branch appear to be employees not real sure.  Finally left without making my deposits.  I'm going to have to eyeball the parking lot for my next trip to see when there are less cars and I can go in to close my accounts.Highly suggest not banking here unless you have hours everyday to make a deposit. Get in the drive thru line with one car in front of you and it will still takes over 40 minutes to make a deposit. And that’s when the drive thru line is even open. Wasn’t open all of March and the inside lines are worse. 0 stars. Sick of banking here.No one available to open a business account, seems like they fired all Bankers and only one person is available for several branches
You just have to wait about a month to have an appointment, so don't come here to open a Business Account use any Other Bank,
Sure and i will put my SS and card info too! Lol
Really u asking me to put public all these information
I been customer with you guys for more than 15yr, but that come to and End soonShould not be advising to open an account online. Two of us tried to open an account online but at halfway it gets denied and tell us we have to go to the bank to open an account. Stupid.DO NOT BANK HERE. This bank is the worst, they’ll let someone steal your money and then not even remotely try to help you get it back. Their claims department will just string you along for “10 business days” at a time, with no intention of ever approving your claim.Discriminatory management. Managers need to be audited. They always leave one teller to handle a bulk of the work while they use managerial duties as an excuse to sit on their hands.A huge shout out to Cassandra who went out of her way to help us out today. We hadNot good service at all. This type OSS service makes me wanna leave this bankThis is the second time I've come to this location during business hours and it's closed.Terribly understaffed","Positives:
- Juan greeted the customer at the door and was nice.
- Cassandra provided exceptional service and went out of her way to help the customer.

Room for Improvement:
- Long wait times for simple transactions like wire transfers or cash deposits.
- Inadequate staffing leading to long wait times and closed branches during business hours.
- Inconsistent and incorrect information provided by bank employees.
- Lack of communication with customers regarding canceled appointments or branch closures.
- Poor customer service and lack of apology from the branch manager.
- Inefficient claims department that delays resolution and reimbursement.
- Management not adequately addressing staffing and management issues.

Miscellaneous:
- Negative reviews indicate a recurring problem with service, slow service, and lack of staff.
- Customers express frustration and disappointment with the bank's service.
- Customers advise against banking with this branch or recommend switching banks."
18,Wells Fargo Bank,"11625 N FM 620, Austin, TX 78750",Austin,"They don't about have awareness of basic procedures or how and appointment system works at this branch. Do not recommend.In 2022, the only thing that makes traditional banks better than online banking is the benefit of a physical location. Since so many WF locations are ""temporarily closed,"" what's the point?

I promise it won't take very much longer before I terminate my account of 15 years, unless Wells Fargo goes back to actually servicing customers.

Seriously, you guys can't cash a check without an appointment???DO NOT BANK WITH WELLS FARGO. They do not care about you as a person or a customer, and will not help you if someone hacks into your account and steals your money, even if you report it right awayHorrible service.  I walked in and waited for 10 minutes for my turn.  And I was told: 1. we can’t help you without appointment.  2. It’s Friday afternoon and no other people wants to work anyway so don’t bother trying other branches.Great customer service.The staff are friendly.  No language discrimination!  Very friendly.","Positives:
- Great customer service
- Friendly staff
- No language discrimination

Room for improvement:
- Lack of awareness of basic procedures or how the appointment system works
- Inconvenience of ""temporarily closed"" branches
- Difficulty cashing a check without an appointment
- Lack of support for customers whose accounts are hacked

Miscellaneous:
- One customer has been with the bank for 15 years and is considering terminating their account"
19,Wells Fargo Bank,"3601 Far W Blvd, Austin, TX 78731",Austin,"Would have rated zero, if it was allowed. Extremely rude tellers and bankers.
Outright disrespectful banker, when we wanted to open an bank account. The banker was least interested in opening my account, as if we were trying to defraud the bank. Added to this, the teller went away, as we were approaching him for deposits. Customer service is not a thing here. Stay away from this branch.I am student , I tried to come for three days , but they were not helpful . Just telling me to come tomorrow. They were not helpful . I didn’t liked it . There was not body . All the offices were empty . Didn’t had a good experience.
Wills Fargo has overall lazy service . I would not recommend it .The other week I had one of the worst customer service experiences I've ever had at any business. I originally saw Maggie and she was so sweet and so kind. Then a follow-up appointment I had the personal banker Aksana and she was SO incredibly rude, disrespectful, and impatient. Avoid at all costs.Im a Wells Fargo customer since 2013
I had to used thus branch a couple years ago and I had a good experience thanks wells fargoCould not have been a worse experience with this Far West Wells Fargo branch.

UPDTE : Not going to bother sending any of my contact information to WF to contact me back. You already lost my business. I can tell you, however, that it was your location on Far West Blvd, Austin, TX and it was with one of your bankers and not a teller experience.They do not answer the phone. At all. It tells you they are not available and then it hangs up on you. Just wow.The web site doesn't work.  Can't speak with an employee over the phone.  Frustrating beyond belief.  Will have to drive over there.Pretty happy with customer service if you go in and talk with someone, which I usually do. Could make it easier to reach the branch you want on the phone & get better with making sure all paperwork needed is consistent thorough all departments, but overall good .Single worst bank in austin been banking there for 6 months and im about to close my account today for a multitude of reasons. theyve flagged two of their own checks, been unable to help with withdrawals or deposits like 5 times, and i leave furious every time even when ive got a paycheck in my hand. Because most the time they are unable to turn that check into money due to some on the spot rule they, and no other banks, have. Dont waste your time or your money here bank ANYWHERE else.Several account problems of my own doing.  All problems quickly and efficiently rectified by Personal Banker.  Couldn't be more satisfied!Absolutely the worst bank! Their employees go above and beyond to not work ! They don’t answer phone, online system is down and they see you only by appointment!! But there is no way yo make appointment!!Extremely rude and unhelpful. Bank somewhere else unless you want your whole day ruined every time you talk to a teller.Terrible customer service and inefficient business process modelAgent not willing to help !!!!Excellent customer service from Alberto González everything very fast","Positives:
- Good experience with the branch in the past
- Positive experience with a personal banker resolving account problems
- Good customer service when talking to someone in person
- Fast and excellent customer service from Alberto González

Room for improvement:
- Rude and disrespectful employees
- Lack of customer service and unhelpful attitude
- Difficulty in reaching the branch over the phone
- Inconsistent paperwork and lack of thoroughness in all departments
- Issues with check processing and withdrawals
- Problems with appointment scheduling and online system

Miscellaneous:
- Negative reviews exist about the bank branch in general
- Negative experience with specific bankers and tellers
- Frustration with the website and phone system not working properly"
20,Wells Fargo Bank,"13000 N Interstate Hwy 35 Bldg 3, Austin, TX 78753",Austin,"The ATM is not working. Not  Today and is often not working.
Something that l haven't liked for years is that they don't allow you to use their restrooms. I think by law a business has to provide that service but they don't care about the public's needs.Absolutely the worst customer serviceHorrible service I’m have wellfargo over 20 years today I came for buy a cashier check only 5 people before me I’m wait for 1 hour the teller no had an experience I think I will change to different bank .. only one teller working.I have been with wells fargo since 1989, 80% time savings n checking, 20 % just checking,  today June 5,went to this branch early morning, cause I wanted to open a savings account for a secondtime,, I was told by the teller that they only do it by appointment,  and they didn't have any till july, she said I coul do online, I was there cause,  I wanted to do in person,, it was very upsetting to hear that,  I'm thinking about changing bank.I had been to two other Wells Fargos before visiting this one, desperately trying to complete a wire transfer to complete closing on a property I was buying with no luck due to staff shortages. Walked in and immediately got received the assistance I needed from Jessica. She was fast, professional and saved me from having to drive to additional locations! Appreciate yall.I haven’t done in person banking in a few years and I was nearby and came in to clearing a fee on my account. There was only 1 banker seeing people so it was understandable to wait as long as I did. Long story story, I met with Alex and she was able to identify the reason being my account was changed by someone or or the bank themselves (happened before) or someone else (unlikely). So there was a monthly fee I hadn’t been aware of but also a way to avoid it. She kept telling me “going forward now you know how to avoid the fee” which was understood the first time. The 3 or 4 times she repeated herself was just unnecessary. The most disappointing part was how dismissive she was, as to just get me away from her desk sooner. Telling me there’s nothing she can do and to call the fraud department and wrote a number down to send me away.

The teller I saw was nice and nothing to say but it was appreciated at dealing with someone who clearly had other things they wanted to do instead.Unfortunately, the past two times I’ve visited this location, I felt the service I received from Alexa Bazan was unsatisfactory.

The first time I was called by her to sit at her desk to fix an issue, she spoke to me in a manner of very passive aggressive. I let it roll off my shoulders and didn’t complain, obviously, I was there to receive help.

The second time however, even on my way to this store, I was already cringing seeing Alexa and hoping she wasn’t working / wouldn’t call on me. Well, she was there and she called on me. I was very polite (eeextra polite since I knew how I felt the first time around with her) from the very beginning, and just as usual, her attitude kicked in… and I seriously don’t know why. Was I not being nice???? Eventually, I respectfully told her I did not like the passive aggressive attitude and her service crumbled from there. She quickly told me she would not help me any longer and told me to call the 800 number on the back of my card. Yikes. All because I politely told you I didn’t like the passive aggressive attitude?

You should receive zero stars, Alexa. And you really need to learn some communication skills and stop talking to everyone like you’re a robot.Horrible customer service! Refused to provide change to a customer. Gives us as Hispanics a bad name due to poor customer service. Needs personel change.Terrible customer service. I waited for over an hour and the manager tells me you could have done this online. I was in the office to close my accounts and wire money to a new bank. Something one might preorder to do in person. One of the many reasons I’m leaving Wells Fargo.SUPER rude   I went in today to buy cashiers check and open a business checking account.  I was greeted at the door with a rude  woman that happened to be a teller.  Before I could enter the bank she stopped me asking if my had a drivers license and was it expired.  I was floored by her rudeness.  I will never EVER use Wells Fargo for anything.I Came by this branch to deposit a check for 24k. I sent them the check and asked how long and how much would be held. They said they couldn’t answer unless I deposited it. So I took my check down the street to RBFCU and they told me within 5 min without having to deposit it and I didn’t have to repeat myself every time I answered questions.

Wells Fargo Rips off their customers and they’re employees aren’t very helpful or they’re polices aren’t up to standards.Very very bad customer service and they don't know about bankingCame into wellsfargo on a very busy day and got helped out very quickly, the staff are very nice especially Roxy and Jessica the manager.SUPER SLOW! Do not stop at this bank if you are in a hurry. I've been sitting in drive through for over 5 minutes and have not moved, at all. I called to see if I could even do what I needed through the drive through and was told Lobby was closed (not enough staff).""We only have 1 banker and she's booked for the entire day."" Hire more bankers.Worst customer service ive ever seen at a bankFor debit cards issued in Korea, you can only withdraw in multiples of $20 and $50, and the fee is a whopping $5!!!
Go to camera bank instead of here. $1 and no limit.","Positives:
- Fast and professional assistance from Jessica in completing a wire transfer
- The teller was nice and accommodating
- Staff at the branch were friendly and helpful, especially Roxy and Jessica the manager
- Quick service on a busy day at the branch

Room for improvement:
- The ATM is frequently not working
- Restroom facilities are not provided, which may be a legal requirement
- Long wait times, especially with only one teller working
- Inconsistent service from Alexa Bazan, with reports of passive-aggressive behavior and dismissive attitude
- Refusal to provide change and poor customer service in certain instances

Miscellaneous:
- Complaints about communication skills and professionalism of some employees
- Dissatisfaction with policies and services of the bank, including limitations on debit card withdrawals and high fees."
